-324.874	286.715	2.226	5.94017	73	99	BackgroundMush.png
131.776	430.675	0.02	0	115	25	greyBox.jpg
-182.543	430.314	0.02	0	115	25	greyBox.jpg
-375.472	422.591	0.02	0	86	545	greyBox.jpg
333	422.591	0.02	0	86	545	greyBox.jpg
0	200	0.02	0	665	95	greyBox.jpg
-237.782	638.956	0.02	0	189	111	iceWall.jpg
194.459	640.033	0.02	0	190	110	iceWall.jpg
237	991.536	0.02	0	276	490	iceWall.jpg
-280.216	991.536	0.02	0	276	490	iceWall.jpg
237	720.545	0.02	0	276	52	iceWall.jpg
-280.615	720.545	0.02	0	276	52	iceWall.jpg
120.417	410.635	-1.208	-170.998	18	19	smallMush.png
-610.01	1172.43	0.02	0	384	129	greyBox.jpg
350.03	1388.22	0.02	0	50	307	iceWall.jpg
-778.008	1448.62	0.02	0	50	256	iceWall.jpg
